#ID	T_NUM	LAT	LON
624	1	37.63946	-0.692537
625	1	37.63946	-0.692537
626	1	37.63946	-0.692537
627	1	37.63946	-0.692537
628	1	37.63946	-0.692537
629	1	37.63946	-0.692537
630	1	37.63946	-0.692537
631	1	37.63946	-0.692537
632	1	37.63946	-0.692537
633	1	37.63946	-0.692537
634	1	37.639458	-0.692533
635	1	37.639458	-0.692533
636	1	37.639458	-0.692533
637	1	37.639458	-0.692533
638	1	37.639458	-0.692533
639	1	37.639463	-0.692533
640	1	37.639463	-0.692533
641	1	37.639463	-0.692533
642	1	37.639463	-0.692533
643	1	37.639463	-0.692533
644	1	37.639465	-0.692533
645	1	37.639465	-0.692533
646	1	37.639465	-0.692533
647	1	37.639465	-0.692533
648	1	37.639465	-0.692533
649	1	37.639465	-0.692532
650	1	37.639465	-0.692532
651	1	37.639465	-0.692532
652	1	37.639465	-0.692532
653	1	37.639465	-0.692532
654	1	37.639465	-0.692532
655	1	37.639465	-0.692532
656	1	37.639465	-0.692532
657	1	37.639465	-0.692532
658	1	37.639465	-0.692532
659	1	37.639463	-0.692532
660	1	37.639463	-0.692532
661	1	37.639463	-0.692532
662	1	37.639463	-0.692532
663	1	37.639463	-0.692532
664	1	37.639462	-0.69253
665	1	37.639462	-0.69253
666	1	37.639462	-0.69253
667	1	37.639462	-0.69253
668	1	37.639462	-0.69253
669	1	37.639463	-0.692533
670	1	37.639463	-0.692533
671	1	37.639463	-0.692533
672	1	37.639463	-0.692533
673	1	37.639463	-0.692533
674	1	37.639463	-0.692533
675	1	37.639463	-0.692533
676	1	37.639463	-0.692533
677	1	37.639463	-0.692533
678	1	37.639463	-0.692533
679	1	37.639462	-0.692532
680	1	37.639462	-0.692532
681	1	37.639462	-0.692532
682	1	37.639462	-0.692532
683	1	37.639462	-0.692532
684	1	37.639462	-0.692532
685	1	37.639462	-0.692532
686	1	37.639462	-0.692532
687	1	37.639462	-0.692532
688	1	37.639462	-0.692532
689	1	37.63946	-0.692532
690	1	37.63946	-0.692532
691	1	37.63946	-0.692532
692	1	37.63946	-0.692532
693	1	37.63946	-0.692532
694	1	37.63946	-0.692532
695	1	37.63946	-0.692532
696	1	37.63946	-0.692532
697	1	37.63946	-0.692532
698	1	37.63946	-0.692532
699	1	37.63946	-0.692532
700	1	37.639465	-0.692533
701	1	37.639465	-0.692533
702	1	37.639465	-0.692533
703	1	37.639465	-0.692533
704	1	37.639465	-0.692533
705	1	37.639462	-0.692535
706	1	37.639462	-0.692535
707	1	37.639462	-0.692535
708	1	37.639462	-0.692535
709	1	37.639462	-0.692535
710	1	37.639462	-0.692537
711	1	37.639462	-0.692537
712	1	37.639462	-0.692537
713	1	37.639462	-0.692537
714	1	37.639462	-0.692537
715	1	37.639465	-0.692538
716	1	37.639465	-0.692538
717	1	37.639465	-0.692538
718	1	37.639465	-0.692538
719	1	37.639465	-0.692538
720	1	37.639465	-0.692538
721	1	37.639465	-0.692538
722	1	37.639465	-0.692538
723	1	37.639465	-0.692538
724	1	37.639465	-0.692538
725	1	37.639465	-0.69254
726	1	37.639465	-0.69254
727	1	37.639465	-0.69254
728	1	37.639465	-0.69254
729	1	37.639465	-0.69254
730	1	37.639467	-0.692542
731	1	37.639467	-0.692542
732	1	37.639467	-0.692542
733	1	37.639467	-0.692542
734	1	37.639467	-0.692542
735	1	37.63947	-0.692547
736	1	37.63947	-0.692547
737	1	37.63947	-0.692547
738	1	37.63947	-0.692547
739	1	37.63947	-0.692547
740	1	37.63947	-0.692547
741	1	37.63947	-0.692547
742	1	37.63947	-0.692547
743	1	37.63947	-0.692547
744	1	37.63947	-0.692547
745	1	37.63947	-0.692545
746	1	37.63947	-0.692545
747	1	37.63947	-0.692545
748	1	37.63947	-0.692545
749	1	37.63947	-0.692545
750	1	37.63947	-0.692547
751	1	37.63947	-0.692547
752	1	37.63947	-0.692547
753	1	37.63947	-0.692547
754	1	37.63947	-0.692547
755	1	37.639468	-0.692548
756	1	37.639468	-0.692548
757	1	37.639468	-0.692548
758	1	37.639468	-0.692548
759	1	37.639468	-0.692548
760	1	37.639467	-0.692548
761	1	37.639467	-0.692548
762	1	37.639467	-0.692548
763	1	37.639467	-0.692548
764	1	37.639467	-0.692548
765	1	37.639467	-0.692547
766	1	37.639467	-0.692547
767	1	37.639467	-0.692547
768	1	37.639467	-0.692547
769	1	37.639467	-0.692547
770	1	37.639467	-0.692545
771	1	37.639467	-0.692545
772	1	37.639467	-0.692545
773	1	37.639467	-0.692545
774	1	37.639467	-0.692545
