ID	lat	lon	depth	slope	transect_direction	cosine
58 37.6490117 -0.6383017 79.49 0.0424 177.63 0.7071
59 37.6490133 -0.6383417 79.49 0.037 176.93 0.7071
60 37.6490133 -0.6383417 79.49 0.0424 177.63 0.7071
61 37.6490167 -0.6383617 79.3 0.037 176.93 0.7071
62 37.6490167 -0.6383617 79.3 0.0424 177.63 0.7071
63 37.6490183 -0.6383833 79.3 0.0556 176.93 0.7071
64 37.6490183 -0.6383833 79.3 0.037 176.93 0.7071
65 37.6490183 -0.6383833 79.3 0.0424 177.63 0.7071
66 37.6490183 -0.6384033 79.3 0.037 176.93 0.7071
67 37.6490183 -0.6384033 79.3 0.0424 177.63 0.7071
68 37.649015 -0.6384417 79.1 0.0556 176.93 0.7071
69 37.649015 -0.6384417 79.1 0.037 176.93 0.7071
70 37.649015 -0.6384417 79.1 0.0424 177.63 0.7071
71 37.6490117 -0.6384617 79.3 0.037 176.93 0.7071
72 37.6490117 -0.6384617 79.3 0.0424 177.63 0.7071
73 37.6490117 -0.6384617 79.1 0.0424 177.63 0.7071
74 37.6490083 -0.6384817 78.91 0.037 176.93 0.7071
75 37.6490083 -0.6384817 79.1 0.0424 177.63 0.7071
76 37.6490017 -0.6385217 79.1 0.037 176.93 0.7071
77 37.6490017 -0.6385217 79.1 0.0424 177.63 0.7071
78 37.6490017 -0.6385217 79.1 0.0424 177.63 0.7071
79 37.6489983 -0.6385433 78.91 0.037 176.93 0.7071
80 37.6489983 -0.6385433 78.91 0.0424 177.63 0.7071
81 37.648995 -0.6385617 78.91 0.037 176.93 0.7071
82 37.648995 -0.6385617 78.91 0.0424 177.63 0.7071
83 37.648995 -0.6385617 78.91 0.0424 177.63 0.7071
84 37.6489917 -0.6385817 78.91 0.037 176.93 0.7071
85 37.6489917 -0.6385817 78.91 0.0424 177.63 0.7071
86 37.64898 -0.6386217 78.72 0.037 176.93 0.7071
87 37.64898 -0.6386217 78.72 0.0424 177.63 0.7071
88 37.64898 -0.6386217 78.91 0.0424 177.63 0.7071
89 37.6489733 -0.6386383 78.91 0.037 176.93 0.7071
90 37.6489733 -0.6386383 78.72 0.0424 177.63 0.7071
91 37.6489683 -0.638655 78.72 0.037 176.93 0.7071
92 37.6489683 -0.638655 78.72 0.0424 177.63 0.7071
93 37.6489683 -0.638655 78.72 0.0424 177.63 0.7071
94 37.648955 -0.6386933 78.72 0.0478 175.76 0.7071
95 37.648955 -0.6386933 78.53 0.0556 176.93 0.7071
96 37.64895 -0.6387133 78.53 0.037 176.93 0.7071
97 37.64895 -0.6387133 78.72 0.0424 177.63 0.7071
98 37.64895 -0.6387133 78.72 0.0424 177.63 0.7071
99 37.648945 -0.63873 78.72 0.037 176.93 0.7071
100 37.648945 -0.63873 78.91 0.0424 177.63 0.7071
101 37.6489383 -0.6387483 78.72 0.037 176.93 0.7071
102 37.6489383 -0.6387483 78.72 0.0424 177.63 0.7071
103 37.6489383 -0.6387483 78.72 0.0424 177.63 0.7071
104 37.6489283 -0.6387867 78.53 0.037 176.93 0.7071
105 37.6489283 -0.6387867 78.53 0.0424 177.63 0.7071
106 37.6489233 -0.6388083 78.53 0.0424 177.63 0.7071
107 37.6489233 -0.6388083 78.34 0.0424 177.63 0.7071
108 37.6489233 -0.6388083 78.34 0.0941 174.42 0.7071
109 37.64892 -0.63883 78.34 0.0424 177.63 0.7071
110 37.64892 -0.63883 78.34 0.0941 174.42 0.7071
111 37.6489183 -0.6388517 78.34 0.0424 177.63 0.7071
112 37.6489183 -0.6388517 78.34 0.0424 177.63 0.7071
113 37.6489183 -0.6388517 78.53 0.0941 174.42 0.7071
114 37.648915 -0.63889 78.34 0.037 176.93 0.7071
115 37.648915 -0.63889 78.53 0.0424 177.63 0.7071
116 37.6489117 -0.63891 78.53 0.0424 177.63 0.7071
117 37.6489117 -0.63891 78.53 0.0424 177.63 0.7071
118 37.6489117 -0.63891 78.34 0.0941 174.42 0.7071
119 37.64891 -0.6389317 78.34 0.1192 173.31 0.7071
120 37.64891 -0.6389317 78.34 0.0795 173.31 0.7071
121 37.648905 -0.6389783 78.34 0.0397 173.31 0.7071
122 37.648905 -0.6389783 78.14 0.0 169.05 0.7071
123 37.648905 -0.6389783 78.14 0.1077 169.05 0.7071
124 37.6489017 -0.639 78.14 0.1672 163.71 0.7071
125 37.6489017 -0.639 78.14 0.1672 163.71 0.7071
126 37.6489 -0.6390217 78.34 0.0836 163.71 0.7071
127 37.6489 -0.6390217 78.34 0.0 45.0 0.7071
128 37.6489 -0.6390217 78.72 0.0 45.0 0.7071
129 37.6488983 -0.6390417 78.53 0.0 45.0 0.7071
130 37.6488983 -0.6390417 78.34 0.0 45.0 0.7071
131 37.6491183 -0.66078 48.0 0.0285 -129.6 0.7071
132 37.6491183 -0.66078 41.86 0.0143 -129.6 0.7071
133 37.6491183 -0.66078 48.38 0.0143 -129.6 0.7071
134 37.64911 -0.6607917 48.38 0.0143 -129.6 0.7071
135 37.64911 -0.6607917 48.58 0.0143 -129.6 0.7071
136 37.64911 -0.6607917 48.19 0.0187 -129.29 0.7071
137 37.6491033 -0.660805 48.19 0.0143 -129.6 0.7071
138 37.6491033 -0.660805 48.19 0.0143 -129.6 0.7071
139 37.6491033 -0.660805 48.0 0.0143 -129.6 0.7071
140 37.6490967 -0.6608183 48.0 0.0143 -129.6 0.7071
141 37.6490967 -0.6608183 48.19 0.0143 -129.6 0.7071
142 37.6490967 -0.6608183 48.19 0.0143 -129.6 0.7071
143 37.6490967 -0.6608183 48.19 0.0187 -129.29 0.7071
144 37.6490967 -0.6608183 48.19 0.0 -129.29 0.7071
145 37.6490783 -0.6608433 48.19 0.0143 -129.6 0.7071
146 37.6490783 -0.6608433 48.19 0.0187 -129.29 0.7071
147 37.6490783 -0.6608433 48.19 0.0 -129.29 0.7071
148 37.64907 -0.6608567 48.19 0.0143 -129.6 0.7071
149 37.64907 -0.6608567 48.19 0.0143 -129.6 0.7071
150 37.64907 -0.6608567 48.19 0.0187 -129.29 0.7071
151 37.64907 -0.6608567 48.19 0.0 -129.29 0.7071
152 37.64907 -0.6608567 48.38 0.0375 -129.29 0.7071
153 37.6490617 -0.6608717 48.38 0.0 -129.29 0.7071
154 37.6490617 -0.6608717 48.0 0.0375 -129.29 0.7071
155 37.6490617 -0.6608717 48.19 0.0445 -129.84 0.7071
156 37.6490433 -0.6609 48.19 0.0187 -129.29 0.7071
157 37.6490433 -0.6609 48.19 0.0 -129.29 0.7071
158 37.6490433 -0.6609 48.19 0.0375 -129.29 0.7071
159 37.6490433 -0.6609 48.38 0.0445 -129.84 0.7071
160 37.649035 -0.6609133 48.19 0.0187 -129.29 0.7071
161 37.649035 -0.6609133 48.19 0.0 -129.29 0.7071
162 37.649035 -0.6609133 48.19 0.0375 -129.29 0.7071
163 37.649035 -0.6609133 48.19 0.0445 -129.84 0.7071
164 37.6490267 -0.6609283 48.19 0.0187 -129.29 0.7071
165 37.6490267 -0.6609283 48.0 0.0 -129.29 0.7071
166 37.6490267 -0.6609283 48.0 0.0375 -129.29 0.7071
167 37.6490167 -0.6609433 48.0 0.0445 -129.84 0.7071
168 37.6490167 -0.6609433 48.19 0.0222 -129.84 0.7071
169 37.6490167 -0.6609433 48.19 0.0222 -129.84 0.7071
170 37.6489967 -0.66097 48.19 0.0285 -129.6 0.7071
171 37.6489967 -0.66097 48.19 0.0143 -129.6 0.7071
172 37.6489967 -0.66097 48.19 0.0143 -129.6 0.7071
173 37.6489967 -0.66097 48.0 0.0143 -129.6 0.7071
174 37.6489867 -0.6609817 48.19 0.0143 -129.6 0.7071
175 37.6489867 -0.6609817 48.0 0.0143 -129.6 0.7071
176 37.648975 -0.6609917 48.19 0.0187 -129.29 0.7071
177 37.648975 -0.6609917 48.19 0.0 -129.29 0.7071
178 37.648975 -0.6609917 48.38 0.0375 -129.29 0.7071
179 37.648975 -0.6609917 48.19 0.0445 -129.84 0.7071
180 37.6489633 -0.6610017 48.19 0.0143 -129.6 0.7071
181 37.6489633 -0.6610017 48.19 0.0187 -129.29 0.7071
182 37.6489633 -0.6610017 48.38 0.0 -129.29 0.7071
183 37.6489633 -0.6610017 48.0 0.0375 -129.29 0.7071
184 37.6489417 -0.6610183 48.0 0.0143 -129.6 0.7071
185 37.6489417 -0.6610183 48.0 0.0143 -129.6 0.7071
186 37.6489283 -0.6610233 47.81 0.0128 -129.6 0.7071
187 37.6489283 -0.6610233 47.81 0.0285 -129.6 0.7071
188 37.6489283 -0.6610233 48.0 0.0143 -129.6 0.7071
189 37.6489283 -0.6610233 48.0 0.0143 -129.6 0.7071
190 37.6489167 -0.661025 48.19 0.0143 -129.6 0.7071
191 37.6489167 -0.661025 48.0 0.0187 -129.29 0.7071
192 37.6489167 -0.661025 47.81 0.0 -129.29 0.7071
193 37.6488933 -0.6610283 47.81 0.0143 -129.6 0.7071
194 37.6488933 -0.6610283 47.81 0.0143 -129.6 0.7071
195 37.6488817 -0.661025 48.0 0.0143 -129.6 0.7071
196 37.6488817 -0.661025 48.19 0.0143 -129.6 0.7071
197 37.6488817 -0.661025 47.81 0.0143 -129.6 0.7071
198 37.64887 -0.661025 48.0 0.0143 -129.6 0.7071
199 37.64887 -0.661025 47.62 0.0143 -129.6 0.7071
200 37.64887 -0.661025 47.81 0.0143 -129.6 0.7071
201 37.6488583 -0.6610217 48.0 0.0187 -129.29 0.7071
202 37.6488583 -0.6610217 48.0 0.0 -129.29 0.7071
203 37.6488583 -0.6610217 48.0 0.0375 -129.29 0.7071
204 37.6488583 -0.6610217 48.0 0.0445 -129.84 0.7071
205 37.6488583 -0.6610217 48.19 0.0222 -129.84 0.7071
206 37.6488333 -0.661015 47.81 0.0143 -129.6 0.7071
207 37.6488333 -0.661015 47.62 0.0187 -129.29 0.7071
208 37.6488333 -0.661015 47.62 0.0 -129.29 0.7071
209 37.64882 -0.66101 47.81 0.0187 -129.29 0.7071
210 37.64882 -0.66101 47.81 0.0 -129.29 0.7071
211 37.64882 -0.66101 47.81 0.0375 -129.29 0.7071
212 37.64882 -0.66101 47.81 0.0445 -129.84 0.7071
213 37.6488083 -0.6610033 47.81 0.0 -129.29 0.7071
214 37.6488083 -0.6610033 47.81 0.0375 -129.29 0.7071
215 37.6487967 -0.661 47.81 0.0187 -129.29 0.7071
216 37.6487967 -0.661 47.81 0.0 -129.29 0.7071
217 37.6487967 -0.661 48.0 0.0375 -129.29 0.7071
218 37.6487967 -0.661 47.81 0.0445 -129.84 0.7071
219 37.6487733 -0.6609883 48.0 0.0128 -129.6 0.7071
220 37.6487733 -0.6609883 47.81 0.0128 -129.6 0.7071
221 37.6487733 -0.6609883 47.81 0.0128 -129.6 0.7071
222 37.64876 -0.6609833 47.81 0.0128 -129.6 0.7071
223 37.64876 -0.6609833 48.0 0.0128 -129.6 0.7071
224 37.64876 -0.6609833 47.81 0.0128 -129.6 0.7071
225 37.6487483 -0.6609767 47.81 0.0 -129.48 0.7071
226 37.6487483 -0.6609767 48.0 0.0 -129.28 0.7071
227 37.6487483 -0.6609767 48.0 0.0 -129.28 0.7071
228 37.648725 -0.6609617 48.0 0.0105 -129.48 0.7071
229 37.648725 -0.6609617 48.19 0.0105 -129.48 0.7071
230 37.648725 -0.6609617 47.81 0.0 -129.48 0.7071
231 37.648715 -0.6609517 48.0 0.0089 -130.28 0.7071
232 37.648715 -0.6609517 48.0 0.0105 -129.48 0.7071
233 37.648705 -0.6609433 48.0 0.0089 -130.28 0.7071
234 37.648705 -0.6609433 48.19 0.0089 -130.28 0.7071
235 37.648705 -0.6609433 48.19 0.0105 -129.48 0.7071
236 37.6486983 -0.6609317 48.0 0.0105 -129.48 0.7071
237 37.6486983 -0.6609317 48.0 0.0 -129.48 0.7071
238 37.6486983 -0.6609317 48.0 0.0 -129.28 0.7071
239 37.648685 -0.6609083 48.0 0.0105 -129.48 0.7071
240 37.648685 -0.6609083 48.0 0.0105 -129.48 0.7071
241 37.648685 -0.6609083 48.19 0.0 -129.48 0.7071
242 37.6486817 -0.6608967 48.19 0.0 -129.28 0.7071
243 37.6486817 -0.6608967 48.0 0.0 -129.28 0.7071
244 37.6486817 -0.6608967 48.0 0.0116 -129.28 0.7071
245 37.6486817 -0.6608967 48.0 0.0128 -129.6 0.7071
246 37.6486783 -0.660885 48.0 0.0128 -129.6 0.7071
247 37.6486783 -0.660885 48.0 0.0128 -129.6 0.7071
248 37.6486783 -0.660885 48.0 0.0128 -129.6 0.7071
249 37.6486783 -0.660885 48.0 0.0285 -129.6 0.7071
250 37.6486783 -0.660885 48.0 0.0143 -129.6 0.7071
251 37.6486783 -0.6608717 48.0 0.0143 -129.6 0.7071
252 37.6486783 -0.6608717 48.0 0.0187 -129.29 0.7071
253 37.6486783 -0.6608717 48.0 0.0 -129.29 0.7071
254 37.648685 -0.6608467 48.0 0.0 -129.28 0.7071
255 37.648685 -0.6608467 48.0 0.0116 -129.28 0.7071
256 37.648685 -0.6608467 48.0 0.0128 -129.6 0.7071
257 37.648685 -0.6608467 48.0 0.0128 -129.6 0.7071
258 37.64869 -0.660835 48.0 0.0128 -129.6 0.7071
259 37.64869 -0.660835 48.0 0.0128 -129.6 0.7071
260 37.64869 -0.660835 48.0 0.0285 -129.6 0.7071
261 37.648695 -0.6608233 48.0 0.0143 -129.6 0.7071
262 37.648695 -0.6608233 48.0 0.0143 -129.6 0.7071
263 37.648695 -0.6608233 48.0 0.0143 -129.6 0.7071
264 37.648695 -0.6608233 48.0 0.0187 -129.29 0.7071
265 37.648695 -0.6608233 47.81 0.0 -129.29 0.7071
266 37.6487117 -0.6608017 47.81 0.0128 -129.6 0.7071
267 37.6487117 -0.6608017 48.0 0.0128 -129.6 0.7071
268 37.6487117 -0.6608017 48.19 0.0128 -129.6 0.7071
269 37.6487117 -0.6608017 48.0 0.0285 -129.6 0.7071
270 37.64872 -0.66079 48.0 0.0128 -129.6 0.7071
271 37.64872 -0.66079 48.19 0.0128 -129.6 0.7071
272 37.64872 -0.66079 48.19 0.0128 -129.6 0.7071
273 37.64873 -0.6607817 48.0 0.0128 -129.6 0.7071
274 37.64873 -0.6607817 48.0 0.0128 -129.6 0.7071
275 37.64873 -0.6607817 48.0 0.0285 -129.6 0.7071
276 37.64873 -0.6607817 48.0 0.0143 -129.6 0.7071
277 37.6487417 -0.6607683 48.0 0.0143 -129.6 0.7071
278 37.6487417 -0.6607683 48.0 0.0143 -129.6 0.7071
279 37.6487417 -0.6607683 48.0 0.0187 -129.29 0.7071
280 37.6487417 -0.6607683 48.0 0.0 -129.29 0.7071
281 37.6487583 -0.660745 48.0 0.0285 -129.6 0.7071
282 37.6487583 -0.660745 48.0 0.0143 -129.6 0.7071
283 37.6487583 -0.660745 48.0 0.0143 -129.6 0.7071
284 37.6487583 -0.660745 48.0 0.0143 -129.6 0.7071
285 37.6487583 -0.660745 48.0 0.0187 -129.29 0.7071
286 37.648765 -0.6607317 48.0 0.0143 -129.6 0.7071
287 37.648765 -0.6607317 48.0 0.0143 -129.6 0.7071
288 37.648765 -0.6607317 48.19 0.0143 -129.6 0.7071
289 37.648765 -0.6607317 48.19 0.0187 -129.29 0.7071
290 37.64877 -0.6607183 48.19 0.0285 -129.6 0.7071
291 37.64877 -0.6607183 48.19 0.0143 -129.6 0.7071
292 37.64877 -0.6607183 48.19 0.0143 -129.6 0.7071
293 37.64877 -0.6607183 48.0 0.0143 -129.6 0.7071
294 37.6487817 -0.66069 48.0 0.0285 -129.6 0.7071
295 37.6487817 -0.66069 48.0 0.0143 -129.6 0.7071
296 37.6487817 -0.66069 48.0 0.0143 -129.6 0.7071
297 37.6487867 -0.6606767 48.19 0.0285 -129.6 0.7071
298 37.6487867 -0.6606767 48.19 0.0143 -129.6 0.7071
299 37.6487867 -0.6606767 48.19 0.0143 -129.6 0.7071
300 37.6487867 -0.6606767 48.19 0.0143 -129.6 0.7071
301 37.6487933 -0.6606633 48.58 0.0285 -129.6 0.7071
302 37.6487933 -0.6606633 48.19 0.0285 -129.6 0.7071
303 37.6487933 -0.6606633 48.19 0.0143 -129.6 0.7071
304 37.6488 -0.6606483 48.19 0.0143 -129.6 0.7071
305 37.6488 -0.6606483 48.38 0.0143 -129.6 0.7071
306 37.6488 -0.6606483 48.19 0.0187 -129.29 0.7071
307 37.64881 -0.660615 48.0 0.0116 -129.28 0.7071
308 37.64881 -0.660615 48.19 0.0128 -129.6 0.7071
309 37.64881 -0.660615 48.19 0.0128 -129.6 0.7071
310 37.64881 -0.660615 48.19 0.0128 -129.6 0.7071
311 37.648815 -0.6606 48.19 0.0116 -129.28 0.7071
312 37.648815 -0.6606 48.19 0.0128 -129.6 0.7071
313 37.648815 -0.6606 48.19 0.0128 -129.6 0.7071
314 37.648815 -0.6606 48.19 0.0128 -129.6 0.7071
315 37.6488167 -0.6605833 48.19 0.0116 -129.28 0.7071
316 37.6488167 -0.6605833 48.38 0.0128 -129.6 0.7071
317 37.6488167 -0.6605833 48.19 0.0128 -129.6 0.7071
318 37.6488167 -0.6605833 48.19 0.0128 -129.6 0.7071
319 37.6488183 -0.6605683 48.38 0.0128 -129.6 0.7071
320 37.6488183 -0.6605683 48.38 0.0285 -129.6 0.7071
321 37.6488183 -0.6605683 48.38 0.0143 -129.6 0.7071
322 37.6488183 -0.6605683 48.38 0.0143 -129.6 0.7071
323 37.64882 -0.6605383 48.38 0.0128 -129.6 0.7071
324 37.64882 -0.6605383 48.19 0.0128 -129.6 0.7071
325 37.64882 -0.6605383 48.38 0.0128 -129.6 0.7071
326 37.64882 -0.6605233 48.38 0.0128 -129.6 0.7071
327 37.64882 -0.6605233 48.38 0.0128 -129.6 0.7071
328 37.64882 -0.6605233 48.38 0.0128 -129.6 0.7071
329 37.64882 -0.6605233 48.38 0.0128 -129.6 0.7071
330 37.64882 -0.6605083 48.38 0.0128 -129.6 0.7071
331 37.64882 -0.6605083 48.58 0.0128 -129.6 0.7071
332 37.64882 -0.6605083 48.58 0.0128 -129.6 0.7071
333 37.64882 -0.6605083 48.58 0.0128 -129.6 0.7071
334 37.64882 -0.6605083 48.58 0.0285 -129.6 0.7071
335 37.6488233 -0.6604783 48.38 0.0 -129.28 0.7071
336 37.6488233 -0.6604783 48.38 0.0116 -129.28 0.7071
337 37.6488233 -0.6604783 48.38 0.0128 -129.6 0.7071
338 37.6488233 -0.6604783 48.19 0.0128 -129.6 0.7071
339 37.6488233 -0.6604783 48.19 0.0128 -129.6 0.7071
340 37.6488267 -0.66046 48.38 0.0128 -129.6 0.7071
341 37.6488267 -0.66046 48.38 0.0128 -129.6 0.7071
342 37.6488267 -0.66046 48.38 0.0128 -129.6 0.7071
343 37.6488267 -0.66046 48.58 0.0128 -129.6 0.7071
344 37.6488267 -0.660445 48.58 0.0116 -129.28 0.7071
345 37.6488267 -0.660445 48.58 0.0128 -129.6 0.7071
346 37.6488267 -0.660445 48.58 0.0128 -129.6 0.7071
347 37.6488267 -0.660445 48.38 0.0128 -129.6 0.7071
348 37.6488283 -0.66043 48.38 0.0128 -129.6 0.7071
349 37.6488283 -0.66043 48.38 0.0285 -129.6 0.7071
350 37.6488283 -0.66043 48.38 0.0143 -129.6 0.7071
351 37.6488283 -0.66043 48.38 0.0143 -129.6 0.7071
352 37.6488283 -0.66043 48.77 0.0143 -129.6 0.7071
353 37.6488283 -0.660395 48.58 0.0128 -129.6 0.7071
354 37.6488283 -0.660395 48.58 0.0128 -129.6 0.7071
355 37.6488283 -0.660395 48.58 0.0285 -129.6 0.7071
356 37.6488283 -0.66038 48.58 0.0128 -129.6 0.7071
357 37.6488283 -0.66038 48.77 0.0128 -129.6 0.7071
358 37.6488283 -0.66038 48.58 0.0285 -129.6 0.7071
359 37.6488283 -0.66038 48.58 0.0143 -129.6 0.7071
360 37.6488283 -0.6603617 48.58 0.0128 -129.6 0.7071
361 37.6488283 -0.6603617 48.58 0.0128 -129.6 0.7071
362 37.6488283 -0.6603617 48.58 0.0128 -129.6 0.7071
363 37.6488283 -0.6603617 48.58 0.0285 -129.6 0.7071
364 37.6488283 -0.6603483 48.58 0.0143 -129.6 0.7071
365 37.6488283 -0.6603483 48.58 0.0143 -129.6 0.7071
366 37.6488283 -0.6603483 48.58 0.0143 -129.6 0.7071
367 37.6488283 -0.6603483 48.58 0.0187 -129.29 0.7071
368 37.6488283 -0.6603483 48.77 0.0 -129.29 0.7071
369 37.6488333 -0.660315 48.77 0.0128 -129.6 0.7071
370 37.6488333 -0.660315 48.77 0.0285 -129.6 0.7071
371 37.6488333 -0.660315 48.58 0.0143 -129.6 0.7071
372 37.6488367 -0.6602983 48.58 0.0128 -129.6 0.7071
373 37.6488367 -0.6602983 48.58 0.0285 -129.6 0.7071
374 37.6488367 -0.6602983 48.58 0.0143 -129.6 0.7071
375 37.6488367 -0.6602983 48.58 0.0143 -129.6 0.7071
376 37.6488367 -0.6602983 48.58 0.0143 -129.6 0.7071
377 37.6488383 -0.6602833 48.58 0.0187 -129.29 0.7071
378 37.6488383 -0.6602833 48.77 0.0 -129.29 0.7071
379 37.6488383 -0.6602833 48.77 0.0375 -129.29 0.7071
380 37.6488433 -0.66025 48.77 0.0143 -129.6 0.7071
381 37.6488433 -0.66025 48.77 0.0187 -129.29 0.7071
382 37.6488433 -0.66025 48.77 0.0 -129.29 0.7071
383 37.648845 -0.6602333 48.77 0.0375 -129.29 0.7071
384 37.648845 -0.6602333 48.77 0.0445 -129.84 0.7071
385 37.648845 -0.6602333 48.77 0.0222 -129.84 0.7071
386 37.6488467 -0.6602167 48.77 0.0222 -129.84 0.7071
387 37.6488467 -0.6602167 48.77 0.0222 -129.84 0.7071
388 37.6488467 -0.6602167 48.77 0.0222 -129.84 0.7071
389 37.6488467 -0.6602167 48.77 0.0269 -129.89 0.7071
390 37.6488467 -0.6602167 48.77 0.0269 -129.89 0.7071
391 37.6488483 -0.6602 48.77 0.0269 -129.89 0.7071
392 37.6488483 -0.6602 48.77 0.0463 -126.84 0.7071
393 37.6488483 -0.6602 48.77 0.0463 -126.84 0.7071
394 37.6488483 -0.660165 48.77 0.0463 -126.84 0.7071
395 37.6488483 -0.660165 48.77 0.0463 -126.84 0.7071
396 37.6488483 -0.660165 48.77 0.0 -126.84 0.7071
397 37.6488483 -0.660165 48.77 0.0 -128.47 0.7071
398 37.6488483 -0.66015 48.77 0.0695 -128.47 0.7071
399 37.6488483 -0.66015 48.96 0.0695 -128.47 0.7071
400 37.6488483 -0.66015 48.96 0.1387 -133.36 0.7071
401 37.64885 -0.6601333 48.96 0.4161 -133.36 0.7071
402 37.64885 -0.6601333 48.96 0.2774 -133.36 0.7071
403 37.64885 -0.6601333 48.96 2.7152900329009e9 45.0 0.7071
404 37.64885 -0.6601333 48.96 -4.34446405264143e10 45.0 0.7071
405 37.6488517 -0.6601 48.96 0.0 45.0 0.7071
406 37.6488517 -0.6601 48.96 0.0 45.0 0.7071
407 37.6488517 -0.6601 48.77 0.0 45.0 0.7071
408 37.6488517 -0.6601 48.77 0.0 45.0 0.7071
